1 2001050100 0.05 0.235106315789474 0.106469050049781
2 2001050200 0.0637300142645042 0.233527894736842 -999
3 2001050300 0.0770605797446602 0.231157894736842 -999
4 2001050400 0.0899720861718947 0.217842105263158 -999
5 2001050500 0.102444923277634 0.214053157894737 0.114918932318687
6 2001050600 0.114459480793306 0.212105263157895 -999
7 2001050700 0.125996148450335 0.201581052631579 -999
8 2001050800 0.137035315980149 0.207000526315789 -999
9 2001050900 0.147557373114175 0.21958 0.125601693987846
10 2001051000 0.157542709583838 0.224634210526316 -999
11 2001051100 0.166971715120567 0.274796315789474 -999
12 2001051200 0.175824779455786 0.248631578947368 -999
13 2001051300 0.184082292320923 0.245738421052632 0.136877179145813
14 2001051400 0.191724643447404 0.227738947368421 -999
15 2001051500 0.198732222566656 0.255211578947369 -999
16 2001051600 0.205085419410106 0.268161578947368 -999
17 2001051700 0.210764623709179 0.248 0.157011985778808
18 2001051800 0.215750225195303 0.356421052631579 -999
19 2001051900 0.220022613599905 0.332264736842105 -999
20 2001052000 0.22356217865441 0.318211578947369 -999
21 2001052100 0.226349310090245 0.311947368421053 0.191416159272193
22 2001052200 0.228364397638838 0.292631578947369 -999
23 2001052300 0.229587831031614 0.277794736842105 -999
24 2001052400 0.23 0.337793157894737 -999
25 2001052500 0.229950882415208 0.345211578947368 0.30743658542633
26 2001052600 0.229824210749167 0.351263157894737 -999
27 2001052700 0.229651006634375 0.333159473684211 -999
28 2001052800 0.229462291703333 0.32774052631579 -999
29 2001052900 0.229289087588541 0.323214736842105 0.314337253570556
30 2001053000 0.229162415922499 0.301947368421053 -999
31 2001053100 0.229113298337708 0.337686842105263 -999
32 2001060100 0.239423433726119 0.332897368421053 -999
33 2001060200 0.267863108077102 0.340213684210526 0.592150747776031
34 2001060300 0.310696223669281 0.332422631578947 -999
35 2001060400 0.364186682781282 0.351736842105263 -999
36 2001060500 0.42459838769173 0.350632105263158 -999
37 2001060600 0.488195240679249 0.379631578947368 0.844671487808227
38 2001060700 0.551241144022464 0.368947368421053 -999
39 2001060800 0.61 0.355789473684211 -999
40 2001060900 0.664410458741025 0.352526315789474 -999
41 2001061000 0.718953512787851 0.342108421052632 0.853710412979126
42 2001061100 0.776706578038819 0.343895789473684 -999
43 2001061200 0.840747070392272 0.339212631578947 -999
44 2001061300 0.914152405746552 0.329371578947368 -999
45 2001061400 1 0.314422105263158 0.854939401149749
46 2001061500 1.12731282861817 0.278006842105263 -999
47 2001061600 1.30765123631996 0.274793684210526 -999
48 2001061700 1.51789869288368 0.26574052631579 -999
49 2001061800 1.73493866808767 0.249843684210526 0.952508211135864
50 2001061900 1.93565463171027 0.232053684210526 -999
51 2001062000 2.09693005352979 0.196423157894737 -999
52 2001062100 2.19564840332458 0.178157894736842 -999
53 2001062200 2.24670614139423 0.235474210526316 0.949333071708679
54 2001062300 2.28395342288468 0.234264210526316 -999
55 2001062400 2.3127042598438 -999 -999
56 2001062500 2.33827266431948 -999 -999
57 2001062600 2.36597264835959 -999 1.43664050102233
58 2001062700 2.401118224012 -999 -999
59 2001062800 2.44902340332459 -999 -999
60 2001062900 2.53439950627751 0.19 -999
61 2001063000 2.67096683358809 0.19 1.43759250640869
62 2001070100 2.84755286840992 0.19 -999
63 2001070200 3.05298509389661 0.184736842105263 -999
64 2001070300 3.27609099320176 0.18 -999
65 2001070400 3.50569804947898 0.239473684210526 1.5359296798706
66 2001070500 3.73063374588187 0.22 -999
67 2001070600 3.93972556556403 0.21 -999
68 2001070700 4.12180099167907 0.21 -999
69 2001070800 4.26568750738059 0.209473684210526 1.55999374389648
70 2001070900 4.36021259582219 0.2 -999
71 2001071000 4.39420374015748 0.2 -999
72 2001071100 4.37236738137325 0.19 -999
73 2001071200 4.31605256135075 0.19 1.6487340927124
74 2001071300 4.23905066458529 0.19 -999
75 2001071400 4.15515307557219 -999 -999
76 2001071500 4.07815117880673 -999 -999
77 2001071600 4.02183635878423 -999 1.70192766189575
78 2001071700 4 -999 -999
79 2001071800 4.02150712315297 -999 -999
80 2001071900 4.07697286181064 -999 -999
81 2001072000 4.15281376977112 0.18 1.76733815670013
82 2001072100 4.23544640083255 0.18 -999
83 2001072200 4.31128730879303 0.18 -999
84 2001072300 4.3667530474507 0.188947368421053 -999
85 2001072400 4.38826017060367 0.347368421052632 1.93753683567047
86 2001072500 4.3749809914668 0.324210526315789 -999
87 2001072600 4.33924682787157 0.306315789473684 -999
88 2001072700 4.28721274054111 0.29 -999
89 2001072800 4.22503379019851 0.28001 1.78135919570922
90 2001072900 4.15886503756689 0.27 -999
91 2001073000 4.09486154336933 0.256315789473684 -999
92 2001073100 4.03917836832896 0.24 -999
93 2001080100 3.99143838905029 0.228421052631579 1.76007747650146
94 2001080200 3.94604413390725 0.303684210526316 -999
95 2001080300 3.90132014127707 0.306315789473684 -999
96 2001080400 3.85559094953699 0.285267894736842 -999
97 2001080500 3.80718109706422 0.265263157894737 1.67691910266876
98 2001080600 3.75441512223601 0.247368421052632 -999
99 2001080700 3.69561756342957 0.23 -999
100 2001080800 3.62414261403925 0.22 -999
101 2001080900 3.53832401602094 0.21 1.62686049938201
102 2001081000 3.44395563059424 0.21 -999
103 2001081100 3.34683131897872 0.2 -999
104 2001081200 3.25274494239397 0.2 -999
105 2001081300 3.16749036205957 0.195789473684211 1.53802216053009
106 2001081400 3.0968614391951 0.19 -999
107 2001081500 3.04081117835686 0.19 -999
108 2001081600 2.99316088777623 0.181052631578947 -999
109 2001081700 2.95050688418545 0.184736842105263 1.51337397098541
110 2001081800 2.90944548431677 0.183846153846154 -999
111 2001081900 2.86657300490243 0.18 -999
112 2001082000 2.81848576267466 0.18 -999
113 2001082100 2.7617800743657 0.18 1.41194951534271
114 2001082200 2.69065456812801 0.186842105263158 -999
115 2001082300 2.60504442430373 0.320526315789474 -999
116 2001082400 2.51015078790971 0.3 -999
117 2001082500 2.41117480396279 0.344210526315789 1.20403814315795
118 2001082600 2.31331761747978 0.32 -999
119 2001082700 2.22178037347754 0.303157894736842 -999
